Key,KO,EN,JA
heroes.ssr_glacier_overlord.skills.absolute_zero_burst.name,"절대영도 폭발",Absolute Zero Burst,絶対零度爆発
heroes.ssr_glacier_overlord.skills.absolute_zero_burst.desc,"전장 전체를 즉시 파쇄: 모든 적 ATK×25 피해",Immediately shatters entire battlefield: ATK x25 Damage to all enemies.,戦場全体を即座に破砕：すべての敵に攻撃力x25のダメージ。
heroes.ssr_dragon_tamer.name,"드래곤 조련사",Dragon Tamer,ドラゴン使い
heroes.ssr_dragon_tamer.lore,"용과 하나가 된 전설의 드래곤 기사. 그의 명령 한 번에 고대의 용들이 움직인다.","Legendary dragon knight unified with dragons. Primal dragons move at his single command.","竜と一つになった伝説のドラゴン騎士。彼の号令一つで古代の竜たちが動き出す。"
heroes.ssr_dragon_tamer.routes.dragon_tamer_knight.name,"용기사",Dragon Knight,竜騎士
heroes.ssr_dragon_tamer.routes.dragon_tamer_knight.variantName,"용의 힘",Dragon Power,竜の力
heroes.ssr_dragon_tamer.routes.dragon_tamer_knight.variantDesc,"공격력 {value}% 증가 및 모든 공격에 화염 폭발 추가.","Increases ATK by {value}% and adds fire explosions to all attacks.","攻撃力{value}%増加およびすべての攻撃に火炎爆発を追加。"
heroes.ssr_dragon_tamer.skills.dragon_command.name,"용 명령",Dragon Command,竜の命令
heroes.ssr_dragon_tamer.skills.dragon_command.desc,"동료 용에게 공격 명령: 화염 브레스 ATK×8 광역",Commands dragon companion: ATK x8 AoE Fire Breath.,仲間の竜に攻撃命令：攻撃力x8の広範囲火炎ブレス。
heroes.ssr_dragon_tamer.skills.fire_whip.name,"화염 채찍",Fire Whip,火炎の鞭
heroes.ssr_dragon_tamer.skills.fire_whip.desc,"전방 직선 적 전체 ATK×6 화염 피해 + 화상",Deals ATK x6 Fire Damage + Burn to all enemies in a line.,前方直線のすべての敵に攻撃力x6の火炎ダメージ + 火傷。
heroes.ssr_dragon_tamer.skills.dragon_aura.name,"용의 오라",Dragon Aura,竜のオーラ
heroes.ssr_dragon_tamer.skills.dragon_aura.desc,"패시브: 아군 전체 공격력 40% 증가, 피해 20% 감소",Passive: Increases all allies' ATK by 40% and reduces damage taken by 20%.,パッシブ：味方全体の攻撃力40%増加、ダメージ20%減少。
heroes.ssr_dragon_tamer.skills.dragon_flight.name,"용의 비상",Dragon Flight,竜の飛翔
heroes.ssr_dragon_tamer.skills.dragon_flight.desc,"10초간 무적 및 공격력 2배 증가",Invincible and 2x ATK for 10s.,10秒間無敵および攻撃力2倍増加。
heroes.ssr_dragon_tamer.skills.ancient_dragon_summon.name,"고대 용 소환",Summon Ancient Dragon,古代の竜召喚
heroes.ssr_dragon_tamer.skills.ancient_dragon_summon.desc,"고대 드래곤 소환 (상시 원딜, 강력한 브레스)",Summons an Ancient Dragon (Permanent Ranged, Powerful Breath).,古代の竜を召喚（常時遠距離、強力なブレス）。
heroes.ssr_dragon_tamer.summons.ancient_dragon.name,"고대 드래곤",Ancient Dragon,古代の竜
heroes.ssr_dragon_tamer.routes.dragon_tamer_tamer.name,"조련사",Tamer,調教師
heroes.ssr_dragon_tamer.routes.dragon_tamer_tamer.variantName,"용의 결속",Dragon Bond,竜の結束
heroes.ssr_dragon_tamer.routes.dragon_tamer_tamer.variantDesc,"소환수가 입히는 피해의 {value}% 만큼 자신의 공격력이 영구 증가합니다 (최대 300%).",Permanently increases self ATK by {value}% of damage dealt by summons (Max 300%).,召喚獣が与えたダメージの{value}%分、自身の攻撃力が永久に増加する（最大300%）。
heroes.ssr_dragon_tamer.skills.spawn_dragonling.name,"새끼 용 군단",Dragonling Swarm,小竜軍団
heroes.ssr_dragon_tamer.skills.spawn_dragonling.desc,"새끼 용 5마리 소환 (20초, 원딜)",Summons 5 Dragonlings (20s, Ranged).,小竜5体を召喚（20秒、遠距離）。
heroes.ssr_dragon_tamer.summons.whelp.name,"새끼 용",Dragonling,小竜
heroes.ssr_dragon_tamer.skills.taming_beast.name,"야수 길들이기",Tame Beast,野獣調教
heroes.ssr_dragon_tamer.skills.taming_beast.desc,"적 1명을 길들여 15초간 아군으로 만듬",Tames 1 enemy to make them an ally for 15s.,敵1体を調教して15秒間、味方にする。
heroes.ssr_dragon_tamer.skills.nature_blessing.name,"자연의 축복",Nature's Blessing,自然の祝福
heroes.ssr_dragon_tamer.skills.nature_blessing.desc,"아군 소환수 전원 완전 회복 및 10초간 강화",Full Restore all allied summons and strengthen for 10s.,味方の召喚獣全員を完全回復し、10秒間強化。
heroes.ssr_dragon_tamer.skills.dragon_nest.name,"용의 둥지",Dragon Nest,竜の巣
heroes.ssr_dragon_tamer.skills.dragon_nest.desc,"전장에 둥지 소환: 매 3초마다 새끼 용 1마리 자동 생성",Summons a nest: Automatically spawns 1 dragonling every 3s.,戦場に巣を召喚：3秒ごとに小竜1体を自動生成。
heroes.ssr_dragon_tamer.skills.summon_dragon_aspect.name,"용의 군주 소환",Summon Dragon Aspect,竜の君主召喚
heroes.ssr_dragon_tamer.skills.summon_dragon_aspect.desc,"전설의 용의 위상 소환: 전장 전체 초토화",Summons a legendary Dragon Aspect: Devastates the entire battlefield.,伝説の竜の位相を召喚：戦場全体を焦土化。
heroes.ssr_dragon_tamer.summons.aspect.name,"용의 위상",Dragon Aspect,竜の位相
heroes.ssr_thunder_god.name,"천둥신",Thunder God,雷神
heroes.ssr_thunder_god.lore,"하늘을 지배하는 폭풍의 신. 그의 번개는 적의 심장을 꿰뚫고 전장을 마비시킨다.","Storm god who rules the sky. His lightning pierces the enemy's heart and paralyzes the battlefield.","空を支配する嵐の神。彼の雷は敵の心を貫き、戦場を麻痺させる。"
heroes.ssr_thunder_god.routes.thunder_god_storm.name,"폭풍 지배",Storm Mastery,嵐の支配
heroes.ssr_thunder_god.routes.thunder_god_storm.variantName,"천둥의 지배",Thunder Mastery,雷の支配
heroes.ssr_thunder_god.routes.thunder_god_storm.variantDesc,"번개 피해 {value}% 증가 및 모든 공격에 감전 효과 추가.","Increases Lightning Damage by {value}% and adds electric shock to all attacks.","雷ダメージ{value}%増加およびすべての攻撃に感電効果を追加。"
heroes.ssr_thunder_god.skills.divine_lightning.name,"신성한 번개",Divine Lightning,神聖なる雷
heroes.ssr_thunder_god.skills.divine_lightning.desc,"적 1명에게 ATK×10 번개 피해 + 주변 5명 연쇄",Deals ATK x10 Lightning Damage to 1 enemy + chains to 5 nearby enemies.,敵1体に攻撃力x10の雷ダメージ + 周囲5名に連鎖。
heroes.ssr_thunder_god.skills.thunder_storm.name,"번개 폭풍",Thunderstorm,雷の嵐
heroes.ssr_thunder_god.skills.thunder_storm.desc,"15초간 전장 전체에 무차별 낙뢰 (ATK 300%/초)",Indiscriminate lightning strikes across the entire battlefield for 15s (ATK 300%/sec).,15秒間、戦場全体に無差別な落雷（攻撃力300%/秒）。
heroes.ssr_thunder_god.skills.lightning_shield.name,"번개 보호막",Lightning Shield,雷のシールド
heroes.ssr_thunder_god.skills.lightning_shield.desc,"아군 전체 피격 시 적에게 ATK 100% 번개 반격",When allies are hit, counterattacks the enemy with ATK 100% Lightning.,味方全体、被弾時に敵へ攻撃力100%の雷反撃。
heroes.ssr_thunder_god.skills.static_charge.name,"정전기 집중",Static Charge,静電気集中
heroes.ssr_thunder_god.skills.static_charge.desc,"패시브: 자신의 모든 공격속도 50% 증가",Passive: Increases self Attack Speed by 50%.,パッシブ：自身のすべての攻撃速度50%増加。
heroes.ssr_thunder_god.skills.world_thunder.name,"천지개벽",World Thunder,天地開闢
heroes.ssr_thunder_god.skills.world_thunder.desc,"하늘을 열어 전장 전체 번개 폭우: 모든 적 5초 기절 및 격파",Opens the sky for a lightning downpour: Stuns and knocks back all enemies for 5s.,天を開き戦場全体に雷の豪雨：すべての敵を5秒間スタンさせ撃破。
heroes.ssr_thunder_god.routes.thunder_god_thunder.name,"뇌신",Thunder God,雷神
heroes.ssr_thunder_god.routes.thunder_god_thunder.variantName,"감전사",Electrocution,感電死
heroes.ssr_thunder_god.routes.thunder_god_thunder.variantDesc,"감전된 적이 공격할 때마다 {value}% 확률로 자신에게 ATK×3 피해를 입힙니다.","When an electrocuted enemy attacks, {value}% Chance to take ATK x3 damage.,感電した敵が攻撃するたびに{value}%の確率で自身に攻撃力x3のダメージ。"
heroes.ssr_thunder_god.skills.thunder_clap.name,"천둥 벼락",Thunder Clap,雷鳴の轟き
heroes.ssr_thunder_god.skills.thunder_clap.desc,"주변 모든 적 4초 기절 + ATK×6 피해",Stuns all nearby enemies for 4s + deals ATK x6 Damage.,周囲のすべての敵を4秒間スタン + 攻撃力x6のダメージ。
heroes.ssr_thunder_god.skills.overload.name,"과부하",Overload,過負荷
heroes.ssr_thunder_god.skills.overload.desc,"적 3명을 연결하여 매초 기절 및 피해 중첩",Links 3 enemies to stack stuns and damage every second.,敵3体を連結し毎秒スタンおよびダメージを重複。
heroes.ssr_thunder_god.skills.storm_cloud.name,"폭풍 구름",Storm Cloud,嵐の雲
heroes.ssr_thunder_god.skills.storm_cloud.desc,"지정 위치 적들의 이동/공격속도 80% 감소",Reduces Move/Attack Speed of enemies at target location by 80%.,指定位置の敵の移動・攻撃速度80%減少。
heroes.ssr_thunder_god.skills.lightning_rod.name,"피뢰침",Lightning Rod,避雷針
heroes.ssr_thunder_god.skills.lightning_rod.desc,"가장 강한 적 1명에게 낙뢰 집중: 10초간 지속 기절",Concentrated strikes on the strongest enemy: Continuous stun for 10s.,最強の敵1体に落雷集中：10秒間持続スタン。
heroes.ssr_thunder_god.skills.god_of_thunder.name,"뇌신의 강림",Advent of the Thunder God,雷神降臨
heroes.ssr_thunder_god.skills.god_of_thunder.desc,"자신이 번개 거인으로 변신: 20초간 주변 모든 적 자동 감전 소멸",Transforms into a lightning giant: All nearby enemies automatically electrocuted for 20s.,自身が雷の巨人に変身：20秒間、周囲のすべての敵を自動的に感電・消滅させる。
heroes.ssr_storm_avatar.name,"폭풍의 화신",Storm Avatar,嵐の化身
heroes.ssr_storm_avatar.lore,"폭풍 그 자체가 된 전사. 그의 검날은 바람보다 빠르고 태풍보다 강력하다.","Warrior who became the storm itself. His blade is faster than wind and more powerful than typhoons.","嵐そのものとなった戦士。彼の刃は風より速く、台風より強力だ。"
heroes.ssr_storm_avatar.routes.storm_avatar_incarnate.name,"폭풍 화신",Storm Incarnate,嵐の化身
heroes.ssr_storm_avatar.routes.storm_avatar_incarnate.variantName,"폭풍의 분노",Stormy Wrath,嵐の憤怒
heroes.ssr_storm_avatar.routes.storm_avatar_incarnate.variantDesc,"이동속도 {value}% 및 공격력 동일 비율 증가.","Increases ATK in proportion to {value}% increase in Move Speed.","移動速度{value}%および攻撃力を同一比率で増加。"
heroes.ssr_storm_avatar.skills.whirlwind_slash.name,"회오리 베기",Whirlwind Slash,竜巻斬り
heroes.ssr_storm_avatar.skills.whirlwind_slash.desc,"주변 전체 회전 공격 ATK×5 + 5초 슬로우",Spin attack to all nearby enemies for ATK x5 + 5s Slow.,周囲全体への回転攻撃、攻撃力x5 + 5秒間のスロウ。
heroes.ssr_storm_avatar.skills.storm_strike.name,"폭풍 강타",Storm Strike,嵐の強打
heroes.ssr_storm_avatar.skills.storm_strike.desc,"초고속 돌진 후 ATK×10 단일 공격",Deals Single ATK x10 after a high-speed charge.,超高速突進後、攻撃力x10の単体攻撃。
heroes.ssr_storm_avatar.skills.wind_blessing.name,"바람의 축복",Wind's Blessing,風の祝福
heroes.ssr_storm_avatar.skills.wind_blessing.desc,"아군 전체 이속/공속 60% 증가 15초",Increases Move/Attack Speed of all allies by 60% for 15s.,味方全体、移動・攻撃速度60%増加、15秒間。
heroes.ssr_storm_avatar.skills.eye_of_tempest.name,"태풍의 눈",Eye of the Tempest,台風の目
heroes.ssr_storm_avatar.skills.eye_of_tempest.desc,"주변 모든 적을 자신에게 끌어당기며 ATK×8 피해",Pulls all nearby enemies to self and deals ATK x8 Damage.,周囲のすべての敵を自身に引き寄せ、攻撃力x8のダメージ。
heroes.ssr_storm_avatar.skills.storm_incarnate.name,"진정한 폭풍 화신",True Storm Incarnate,真の嵐の化身
heroes.ssr_storm_avatar.skills.storm_incarnate.desc,"15초간 폭풍 변신: 무적 + 매 0.2초 주변 모든 적 격파",Transforms into a storm for 15s: Invincible + knockback nearby enemies every 0.2s.,15秒間嵐に変身：無敵 + 0.2秒ごとに周囲のすべての敵を撃破。
heroes.ssr_storm_avatar.routes.storm_avatar_cyclone.name,"싸이클론",Cyclone,サイクロン
heroes.ssr_storm_avatar.routes.storm_avatar_cyclone.variantName,"바람의 장난",Wind's Trick,風のいたずら
heroes.ssr_storm_avatar.routes.storm_avatar_cyclone.variantDesc,"공격 시 {value}% 확률로 대상을 3초간 공중으로 띄워 올립니다.","When Attack, {value}% Chance to lift the target into the air for 3s.","攻撃時{value}%の確率で対象を3秒間、空中へ浮かせる。"
heroes.ssr_storm_avatar.skills.cyclone.name,"싸이클론",Cyclone,サイクロン
heroes.ssr_storm_avatar.skills.cyclone.desc,"적 3명을 6초간 공중으로 띄워 무력화",Lifts and Incapacitates 3 enemies for 6s.,敵3体を6秒間空中へ浮かせて無力化。
heroes.ssr_storm_avatar.skills.gust.name,"강풍",Gust,強風
heroes.ssr_storm_avatar.skills.gust.desc,"전방의 모든 적을 화면 끝까지 밀쳐냄",Pushes all enemies in front to the edge of the screen.,前方すべての敵を画面端まで押し退ける。
heroes.ssr_storm_avatar.skills.wind_wall.name,"바람의 벽",Wind Wall,風の壁
heroes.ssr_storm_avatar.skills.wind_wall.desc,"아군 앞에 바람 장벽 소환: 모든 투사체 무효화 10초",Summons a wind barrier: Nullifies all projectiles for 10s.,味方の前に風の障壁を召喚：すべての投射物を無効化、10秒間。
heroes.ssr_storm_avatar.skills.tornado.name,"거대 토네이도",Giant Tornado,巨大トルネード
heroes.ssr_storm_avatar.skills.tornado.desc,"전장을 휩쓰는 토네이도 소환: 적들을 무작위 위치로 비산",Summons a tornado: Scatters enemies to random locations.,戦場を席巻する竜巻を召喚：敵をランダムな位置に飛散させる。
heroes.ssr_storm_avatar.skills.hurricane.name,"절대 허리케인",Absolute Hurricane,絶対ハリケーン
heroes.ssr_storm_avatar.skills.hurricane.desc,"전장 전체를 초토화하는 허리케인: 모든 적 소멸",Hurricane that devastates the entire battlefield: Eliminates all enemies.,戦場全体を焦土化するハリケーン：すべての敵を消滅させる。
heroes.ssr_plague_lord.name,"역병의 지배자",Plague Lord,疫病の主
heroes.ssr_plague_lord.lore,"세상 모든 생명을 독으로 지배하는 역병의 군주. 그의 숨결 한 번에 제국이 무너졌다.","Lord of plague who rules all life with poison. An empire collapsed with his single breath.","世界のすべての生命を毒で支配する疫病の君主。彼の一息で帝国は崩壊した。"
heroes.ssr_plague_lord.routes.plague_lord_absolute.name,"역병 지배",Plague Mastery,疫病支配
